Timestamp;From;To
2014-04-16 14:12:10;Xander@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-16 14:14:09;Koosje@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-16 14:18:48;Manon@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-16 14:23:21;Ellen@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-16 14:26:07;Fiona@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-16 14:26:51;Anouk@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-16 14:27:38;Helen@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-16 14:28:43;Xander@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-16 14:30:55;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-16 14:31:17;Manon@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-16 14:31:43;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-16 14:36:39;Leontien@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-16 14:40:13;Anouk@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-16 14:40:38;Otto@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-16 14:41:09;Xander@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-16 14:44:23;Britt@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-16 14:47:33;Britt@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-16 14:50:01;Steve@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-16 14:52:19;Ellen@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-16 14:56:09;Fiona@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-16 14:56:48;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-16 15:01:45;Manon@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-16 15:04:00;Helen@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-16 15:07:30;Iris@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-16 15:11:56;Peter@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-16 15:15:38;Anouk@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-16 15:15:38;Anouk@DutchFlowers.nl;Ronald@DutchFlowers.nl
2014-04-16 15:19:52;Koosje@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-16 15:22:48;Anouk@DutchFlowers.nl;Ronald@DutchFlowers.nl
2014-04-16 15:25:06;Koosje@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-16 15:28:58;Jantien@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-16 15:30:00;Grace@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-16 15:30:03;Helen@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-16 15:31:30;Nico@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-16 15:36:04;Leontien@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-16 15:38:51;Anouk@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-16 15:42:52;Iris@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-16 15:43:16;Grace@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-16 15:46:42;Anouk@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-16 15:51:27;Grace@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-16 15:51:34;Koosje@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-16 15:54:17;Jantien@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-16 15:56:55;Nico@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-16 15:59:41;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-16 16:03:53;Jantien@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-16 16:04:47;Dolores@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-16 16:04:55;Iris@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-16 16:09:04;Manon@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-16 16:11:04;Dolores@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-16 16:13:56;Nico@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-16 16:17:26;Britt@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-16 16:18:43;Grace@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-16 16:19:31;Manon@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-16 16:19:47;Jantien@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-16 16:24:47;Ton@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-16 16:27:18;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-16 16:27:32;Grace@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-16 16:27:53;Yorik@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-17 09:01:17;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 09:02:48;Ton@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-17 09:04:42;Iris@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-17 09:05:36;Koosje@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-17 09:07:49;Jantien@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-17 09:08:29;Otto@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-17 09:09:09;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-17 09:12:33;Quincy@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-17 09:14:39;Jantien@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-17 09:15:28;Anouk@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-17 09:18:43;Ton@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-17 09:22:22;Dolores@DutchFlowers.nl;Ronald@DutchFlowers.nl
2014-04-17 09:24:38;Grace@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-17 09:26:24;Quincy@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-17 09:30:01;Britt@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-17 09:30:08;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 09:33:21;Xander@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 09:36:00;Dolores@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-17 09:38:17;Xander@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-17 09:42:31;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 09:47:24;Manon@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-17 09:52:22;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-17 09:55:11;Manon@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-17 09:55:32;Koosje@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-17 09:57:12;Otto@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-17 09:58:56;Anouk@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-17 10:02:40;Manon@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-17 10:04:27;Xander@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-17 10:07:11;Anouk@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-17 10:07:34;Koosje@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-17 10:08:50;Quincy@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-17 10:12:55;Iris@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-17 10:13:16;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-17 10:16:16;Claudia@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-17 10:17:52;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-17 10:21:36;Claudia@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-17 10:25:38;Anouk@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-17 10:28:49;Manon@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-17 10:31:34;Ursul@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-17 10:34:17;Dolores@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-17 10:35:37;Quincy@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-17 10:36:46;Fiona@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-17 10:37:54;Manon@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 10:40:36;Dolores@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-17 10:41:42;Leontien@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-17 10:43:15;Britt@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-17 10:44:47;Grace@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-17 10:48:30;Iris@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-17 10:52:50;Britt@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-17 10:55:41;Nico@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-17 10:56:02;Leontien@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 10:59:11;Claudia@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-17 11:03:08;Anouk@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-17 11:04:23;Claudia@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-17 11:09:09;Dolores@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-17 11:13:54;Leontien@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-17 11:17:55;Ton@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-17 11:20:59;Claudia@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-17 11:21:35;Iris@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-17 11:25:49;Claudia@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-17 11:29:53;Otto@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-17 11:30:20;Anouk@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-17 11:31:20;Anouk@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-17 11:31:20;Helen@DutchFlowers.nl;Ronald@DutchFlowers.nl
2014-04-17 11:34:24;Grace@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-17 11:36:19;Ellen@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-17 11:37:52;Yorik@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-17 11:39:04;Claudia@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-17 11:40:41;Dolores@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-17 11:44:25;Yorik@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-17 11:45:15;Claudia@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-17 11:49:53;Claudia@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-17 11:54:38;Victor@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-17 11:54:52;Iris@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-17 11:58:04;Fiona@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-17 12:00:59;Ursul@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-17 12:01:42;Fiona@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-17 12:05:15;Grace@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-17 12:10:01;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-17 12:11:10;Anouk@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-17 12:11:46;Xander@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-17 12:16:35;Otto@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-17 12:19:11;Ton@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-17 12:20:57;Ellen@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-17 12:24:37;Leontien@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-17 12:26:24;Anouk@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-17 12:27:13;Ellen@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-17 12:31:33;Iris@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-17 12:33:18;Ronald@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-17 12:33:25;Otto@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-17 12:34:43;Britt@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-17 12:39:02;Fiona@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-17 12:41:47;Fiona@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-17 12:42:09;Quincy@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-17 12:46:47;Jantien@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-17 12:47:51;Grace@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-17 12:50:08;Dolores@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-17 12:53:15;Anouk@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-17 12:55:37;Jantien@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-17 12:57:49;Koosje@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 12:58:27;Anouk@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-17 12:59:31;Fiona@DutchFlowers.nl;Nico@DutchFlowers.nl
2014-04-17 13:04:11;Claudia@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 13:04:57;Ton@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-17 13:07:47;Nico@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-17 13:10:00;Helen@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-17 13:10:04;Victor@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-17 13:11:29;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 13:15:26;Peter@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-17 13:19:56;Steve@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-17 13:20:23;Fiona@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-17 13:24:01;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-17 13:27:11;Helen@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-17 13:27:41;Ellen@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-17 13:30:20;Jantien@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-17 13:33:17;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 13:34:03;Ronald@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-17 13:39:02;Koosje@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-17 13:40:06;Claudia@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-17 13:43:17;Jantien@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-17 13:45:18;Helen@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-17 13:49:38;Quincy@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-17 13:51:27;Claudia@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-17 13:54:44;Ellen@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-17 13:57:05;Fiona@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-17 14:00:35;Manon@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-17 14:03:55;Ronald@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-17 14:07:39;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-17 14:12:33;Quincy@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 14:17:21;Claudia@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-17 14:21:36;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 14:23:43;Leontien@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-17 14:26:11;Peter@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-17 14:27:58;Manon@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-17 14:29:44;Ursul@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-17 14:33:16;Britt@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-17 14:34:46;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 14:39:45;Iris@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-17 14:40:02;Zach@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-17 14:42:58;Peter@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-17 14:47:30;Grace@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-17 14:47:57;Ton@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-17 14:48:45;Leontien@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-17 14:49:35;Jantien@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-17 14:49:40;Helen@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-17 14:54:29;Manon@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-17 14:55:23;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-17 14:56:08;Yorik@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-17 14:58:43;Jantien@DutchFlowers.nl;Nico@DutchFlowers.nl
2014-04-17 14:58:52;Ursul@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-17 15:00:05;Nico@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-17 15:01:30;Jantien@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-17 15:05:35;Willem@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 15:09:15;Anouk@DutchFlowers.nl;Nico@DutchFlowers.nl
2014-04-17 15:12:43;Nico@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-17 15:15:45;Jantien@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-17 15:19:39;Fiona@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-17 15:20:52;Britt@DutchFlowers.nl;Nico@DutchFlowers.nl
2014-04-17 15:24:28;Britt@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-17 15:28:59;Grace@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-17 15:33:03;Otto@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-17 15:35:44;Jantien@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 15:38:22;Ronald@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-17 15:39:40;Ellen@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-17 15:43:29;Otto@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-17 15:46:57;Koosje@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 15:48:42;Otto@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-17 15:53:07;Ton@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-17 15:56:21;Manon@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-17 15:56:22;Leontien@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-17 15:58:46;Anouk@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-17 16:03:41;Fiona@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-17 16:05:07;Helen@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-17 16:09:09;Dolores@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-17 16:10:47;Grace@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-17 16:11:39;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 16:14:23;Victor@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-17 16:16:45;Victor@DutchFlowers.nl;Ronald@DutchFlowers.nl
2014-04-17 16:18:07;Ellen@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-17 16:21:21;Zach@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-17 16:24:06;Xander@DutchFlowers.nl;Ronald@DutchFlowers.nl
2014-04-17 16:28:56;Quincy@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-17 16:31:26;Anouk@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-17 16:32:56;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 16:33:36;Fiona@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-17 16:35:20;Jantien@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-17 16:37:57;Willem@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-17 16:41:21;Ronald@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-17 16:42:25;Ursul@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-17 16:45:45;Anouk@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-17 16:50:11;Iris@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-17 16:50:13;Iris@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-17 16:54:15;Quincy@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-17 16:55:06;Quincy@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-17 16:56:41;Koosje@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-17 16:58:34;Iris@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-17 17:03:26;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-17 17:05:11;Victor@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-17 17:07:47;Ellen@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-17 17:08:02;Otto@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-18 09:04:06;Koosje@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-18 09:04:44;Dolores@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-18 09:04:47;Leontien@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-18 09:08:50;Jantien@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-18 09:09:23;Fiona@DutchFlowers.nl;Nico@DutchFlowers.nl
2014-04-18 09:09:30;Ton@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-18 09:13:48;Zach@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-18 09:16:18;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-18 09:19:27;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-18 09:22:15;Xander@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-18 09:26:42;Britt@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-18 09:27:12;Ton@DutchFlowers.nl;Ronald@DutchFlowers.nl
2014-04-18 09:30:21;Willem@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-18 09:33:45;Fiona@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-18 09:38:33;Claudia@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-18 09:39:12;Helen@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-18 09:40:29;Leontien@DutchFlowers.nl;Ronald@DutchFlowers.nl
2014-04-18 09:44:03;Xander@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-18 09:48:13;Fiona@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-18 09:49:33;Steve@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-18 09:52:36;Helen@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-18 09:54:43;Grace@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-18 09:56:17;Jantien@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-18 09:56:42;Ellen@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-18 09:58:58;Jantien@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-18 10:01:36;Iris@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-18 10:04:46;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-18 10:07:03;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-18 10:09:33;Yorik@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-18 10:14:32;Fiona@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-18 10:15:14;Steve@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-18 10:20:11;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-18 10:24:50;Claudia@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-18 10:26:15;Peter@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-18 10:29:16;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-18 10:30:01;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-18 10:33:36;Yorik@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-18 10:36:16;Jantien@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-18 10:37:35;Xander@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-18 10:37:56;Grace@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-18 10:41:08;Nico@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-18 10:42:02;Xander@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-18 10:44:43;Ronald@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-18 10:46:58;Fiona@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-18 10:47:52;Britt@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-18 10:49:27;Leontien@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-18 10:52:20;Fiona@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-18 10:52:47;Koosje@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-18 10:56:30;Peter@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-18 10:58:49;Xander@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-18 11:00:31;Claudia@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-18 11:02:35;Ronald@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-18 11:03:36;Fiona@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-18 11:04:56;Ronald@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-18 11:06:53;Fiona@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-18 11:08:14;Yorik@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-18 11:11:59;Ton@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-18 11:13:04;Iris@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-18 11:17:27;Iris@DutchFlowers.nl;Helen@DutchFlowers.nl
